carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier C,AWB4609615130,110714933331,2026-01-15,2268,2026-01-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4609615130 — COD ₹2,268 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹2,268 is due by 2026-01-17 00:00:00.

AWB: AWB4609615130
Order ID: 110714933331
Delivery Date: 2026-01-15
Destination: Jabalpur
COD Amount: ₹2,268

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9198735497,110914949554,2026-01-15,1101,2026-01-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9198735497 — COD ₹1,101 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹1,101 is due by 2026-01-17 00:00:00.

AWB: AWB9198735497
Order ID: 110914949554
Delivery Date: 2026-01-15
Destination: Bangalore
COD Amount: ₹1,101

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB2932202661,110514911598,2026-01-15,823,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2932202661 — COD ₹823 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹823 is due by 2026-01-17 00:00:00.

AWB: AWB2932202661
Order ID: 110514911598
Delivery Date: 2026-01-15
Destination: Gurgaon
COD Amount: ₹823

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0138338718,102914821813,2026-01-15,802,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0138338718 — COD ₹802 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹802 is due by 2026-01-17 00:00:00.

AWB: AWB0138338718
Order ID: 102914821813
Delivery Date: 2026-01-15
Destination: Patna
COD Amount: ₹802

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0802717820,110314876181,2026-01-15,600,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0802717820 — COD ₹600 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹600 is due by 2026-01-17 00:00:00.

AWB: AWB0802717820
Order ID: 110314876181
Delivery Date: 2026-01-15
Destination: Hisar
COD Amount: ₹600

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB8056051860,110914955812,2026-01-15,898,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8056051860 — COD ₹898 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹898 is due by 2026-01-17 00:00:00.

AWB: AWB8056051860
Order ID: 110914955812
Delivery Date: 2026-01-15
Destination: Chandigarh
COD Amount: ₹898

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0376607545,110914957572,2026-01-15,522,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0376607545 — COD ₹522 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹522 is due by 2026-01-17 00:00:00.

AWB: AWB0376607545
Order ID: 110914957572
Delivery Date: 2026-01-15
Destination: Gurgaon
COD Amount: ₹522

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB5606485411,111014966087,2026-01-15,461,2026-01-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5606485411 — COD ₹461 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-15. Per the 2-day remittance SLA, payment of ₹461 is due by 2026-01-17 00:00:00.

AWB: AWB5606485411
Order ID: 111014966087
Delivery Date: 2026-01-15
Destination: Mumbai
COD Amount: ₹461

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB5725662684,110714927080,2026-01-16,749,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5725662684 — COD ₹749 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹749 is due by 2026-01-18 00:00:00.

AWB: AWB5725662684
Order ID: 110714927080
Delivery Date: 2026-01-16
Destination: Bidar
COD Amount: ₹749

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4078130551,102014727687,2026-01-16,1907,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4078130551 — COD ₹1,907 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,907 is due by 2026-01-18 00:00:00.

AWB: AWB4078130551
Order ID: 102014727687
Delivery Date: 2026-01-16
Destination: East Sikkim
COD Amount: ₹1,907

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0467079316,111214990573,2026-01-16,1399,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0467079316 — COD ₹1,399 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,399 is due by 2026-01-18 00:00:00.

AWB: AWB0467079316
Order ID: 111214990573
Delivery Date: 2026-01-16
Destination: Bangalore
COD Amount: ₹1,399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1648758869,110514907519,2026-01-16,1204,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1648758869 — COD ₹1,204 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,204 is due by 2026-01-18 00:00:00.

AWB: AWB1648758869
Order ID: 110514907519
Delivery Date: 2026-01-16
Destination: Papum Pare
COD Amount: ₹1,204

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4278211263,110914956402,2026-01-16,1299,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4278211263 — COD ₹1,299 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,299 is due by 2026-01-18 00:00:00.

AWB: AWB4278211263
Order ID: 110914956402
Delivery Date: 2026-01-16
Destination: Central Delhi
COD Amount: ₹1,299

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9894606162,110914955387,2026-01-16,1398,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9894606162 — COD ₹1,398 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,398 is due by 2026-01-18 00:00:00.

AWB: AWB9894606162
Order ID: 110914955387
Delivery Date: 2026-01-16
Destination: Gautam Buddha Nagar
COD Amount: ₹1,398

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7403861130,110414891924,2026-01-16,399,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7403861130 — COD ₹399 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹399 is due by 2026-01-18 00:00:00.

AWB: AWB7403861130
Order ID: 110414891924
Delivery Date: 2026-01-16
Destination: Medak
COD Amount: ₹399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1863837168,110814947083,2026-01-16,1359,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1863837168 — COD ₹1,359 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,359 is due by 2026-01-18 00:00:00.

AWB: AWB1863837168
Order ID: 110814947083
Delivery Date: 2026-01-16
Destination: Balangir
COD Amount: ₹1,359

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB2914868577,110314884443,2026-01-16,499,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2914868577 — COD ₹499 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-01-18 00:00:00.

AWB: AWB2914868577
Order ID: 110314884443
Delivery Date: 2026-01-16
Destination: Dehradun
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB5064316097,110814947274,2026-01-16,689,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5064316097 — COD ₹689 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹689 is due by 2026-01-18 00:00:00.

AWB: AWB5064316097
Order ID: 110814947274
Delivery Date: 2026-01-16
Destination: Rajkot
COD Amount: ₹689

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8785962560,110614914164,2026-01-16,2135,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8785962560 — COD ₹2,135 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹2,135 is due by 2026-01-18 00:00:00.

AWB: AWB8785962560
Order ID: 110614914164
Delivery Date: 2026-01-16
Destination: Muzaffarpur
COD Amount: ₹2,135

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4361419172,110714927506,2026-01-16,890,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4361419172 — COD ₹890 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹890 is due by 2026-01-18 00:00:00.

AWB: AWB4361419172
Order ID: 110714927506
Delivery Date: 2026-01-16
Destination: Visakhapatnam
COD Amount: ₹890

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1201109944,110814943468,2026-01-16,998,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1201109944 — COD ₹998 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹998 is due by 2026-01-18 00:00:00.

AWB: AWB1201109944
Order ID: 110814943468
Delivery Date: 2026-01-16
Destination: Patiala
COD Amount: ₹998

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5143221934,110814946422,2026-01-16,1540,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5143221934 — COD ₹1,540 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,540 is due by 2026-01-18 00:00:00.

AWB: AWB5143221934
Order ID: 110814946422
Delivery Date: 2026-01-16
Destination: Jabalpur
COD Amount: ₹1,540

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0188947652,110914957181,2026-01-16,364,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0188947652 — COD ₹364 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹364 is due by 2026-01-18 00:00:00.

AWB: AWB0188947652
Order ID: 110914957181
Delivery Date: 2026-01-16
Destination: Mumbai
COD Amount: ₹364

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3186197688,110814948370,2026-01-16,917,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3186197688 — COD ₹917 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹917 is due by 2026-01-18 00:00:00.

AWB: AWB3186197688
Order ID: 110814948370
Delivery Date: 2026-01-16
Destination: Hisar
COD Amount: ₹917

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB3647317078,110814942419,2026-01-16,689,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3647317078 — COD ₹689 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹689 is due by 2026-01-18 00:00:00.

AWB: AWB3647317078
Order ID: 110814942419
Delivery Date: 2026-01-16
Destination: Bikaner
COD Amount: ₹689

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4089541280,110714930164,2026-01-16,699,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4089541280 — COD ₹699 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹699 is due by 2026-01-18 00:00:00.

AWB: AWB4089541280
Order ID: 110714930164
Delivery Date: 2026-01-16
Destination: Coimbatore
COD Amount: ₹699

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4020786776,111014970375,2026-01-16,1025,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4020786776 — COD ₹1,025 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹1,025 is due by 2026-01-18 00:00:00.

AWB: AWB4020786776
Order ID: 111014970375
Delivery Date: 2026-01-16
Destination: Nandurbar
COD Amount: ₹1,025

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7681073469,110314880033,2026-01-16,2288,2026-01-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7681073469 — COD ₹2,288 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹2,288 is due by 2026-01-18 00:00:00.

AWB: AWB7681073469
Order ID: 110314880033
Delivery Date: 2026-01-16
Destination: Dehradun
COD Amount: ₹2,288

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB8389288437,110714932332,2026-01-16,860,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8389288437 — COD ₹860 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹860 is due by 2026-01-18 00:00:00.

AWB: AWB8389288437
Order ID: 110714932332
Delivery Date: 2026-01-16
Destination: Kanpur Nagar
COD Amount: ₹860

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9819106535,110714929010,2026-01-16,719,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9819106535 — COD ₹719 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹719 is due by 2026-01-18 00:00:00.

AWB: AWB9819106535
Order ID: 110714929010
Delivery Date: 2026-01-16
Destination: Gurgaon
COD Amount: ₹719

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB7915632441,110414895188,2026-01-16,350,2026-01-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7915632441 — COD ₹350 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-16. Per the 2-day remittance SLA, payment of ₹350 is due by 2026-01-18 00:00:00.

AWB: AWB7915632441
Order ID: 110414895188
Delivery Date: 2026-01-16
Destination: Faridabad
COD Amount: ₹350

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4406834338,110414896002,2026-01-17,854,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4406834338 — COD ₹854 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹854 is due by 2026-01-19 00:00:00.

AWB: AWB4406834338
Order ID: 110414896002
Delivery Date: 2026-01-17
Destination: Faridabad
COD Amount: ₹854

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6508257084,110114856853,2026-01-17,354,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6508257084 — COD ₹354 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹354 is due by 2026-01-19 00:00:00.

AWB: AWB6508257084
Order ID: 110114856853
Delivery Date: 2026-01-17
Destination: Nagpur
COD Amount: ₹354

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0736879600,110814945767,2026-01-17,491,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0736879600 — COD ₹491 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹491 is due by 2026-01-19 00:00:00.

AWB: AWB0736879600
Order ID: 110814945767
Delivery Date: 2026-01-17
Destination: Howrah
COD Amount: ₹491

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4755580109,110314876977,2026-01-17,449,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4755580109 — COD ₹449 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹449 is due by 2026-01-19 00:00:00.

AWB: AWB4755580109
Order ID: 110314876977
Delivery Date: 2026-01-17
Destination: Nalanda
COD Amount: ₹449

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1932156532,110914952854,2026-01-17,772,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1932156532 — COD ₹772 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹772 is due by 2026-01-19 00:00:00.

AWB: AWB1932156532
Order ID: 110914952854
Delivery Date: 2026-01-17
Destination: Bangalore
COD Amount: ₹772

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6161001977,110614948030,2026-01-17,797,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6161001977 — COD ₹797 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹797 is due by 2026-01-19 00:00:00.

AWB: AWB6161001977
Order ID: 110614948030
Delivery Date: 2026-01-17
Destination: Bijnor
COD Amount: ₹797

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0789408644,110114857687,2026-01-17,499,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0789408644 — COD ₹499 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-01-19 00:00:00.

AWB: AWB0789408644
Order ID: 110114857687
Delivery Date: 2026-01-17
Destination: Raipur
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1243914901,111114980965,2026-01-17,680,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1243914901 — COD ₹680 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹680 is due by 2026-01-19 00:00:00.

AWB: AWB1243914901
Order ID: 111114980965
Delivery Date: 2026-01-17
Destination: New Delhi
COD Amount: ₹680

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0367841194,110814946385,2026-01-17,1499,2026-01-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0367841194 — COD ₹1,499 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹1,499 is due by 2026-01-19 00:00:00.

AWB: AWB0367841194
Order ID: 110814946385
Delivery Date: 2026-01-17
Destination: SALEM
COD Amount: ₹1,499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB2100099333,111114979535,2026-01-17,739,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2100099333 — COD ₹739 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹739 is due by 2026-01-19 00:00:00.

AWB: AWB2100099333
Order ID: 111114979535
Delivery Date: 2026-01-17
Destination: East Delhi
COD Amount: ₹739

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB8748997117,110914956709,2026-01-17,1469,2026-01-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8748997117 — COD ₹1,469 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹1,469 is due by 2026-01-19 00:00:00.

AWB: AWB8748997117
Order ID: 110914956709
Delivery Date: 2026-01-17
Destination: Pune
COD Amount: ₹1,469

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6295458067,110914950478,2026-01-17,794,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6295458067 — COD ₹794 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹794 is due by 2026-01-19 00:00:00.

AWB: AWB6295458067
Order ID: 110914950478
Delivery Date: 2026-01-17
Destination: Parbhani
COD Amount: ₹794

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3598800625,111014968478,2026-01-17,599,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3598800625 — COD ₹599 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹599 is due by 2026-01-19 00:00:00.

AWB: AWB3598800625
Order ID: 111014968478
Delivery Date: 2026-01-17
Destination: Shivpuri
COD Amount: ₹599

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6263451117,110314880394,2026-01-17,499,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6263451117 — COD ₹499 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-01-19 00:00:00.

AWB: AWB6263451117
Order ID: 110314880394
Delivery Date: 2026-01-17
Destination: Chandigarh
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9476864641,103114841765,2026-01-17,599,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9476864641 — COD ₹599 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹599 is due by 2026-01-19 00:00:00.

AWB: AWB9476864641
Order ID: 103114841765
Delivery Date: 2026-01-17
Destination: South Goa
COD Amount: ₹599

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6690963069,110814937950,2026-01-17,970,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6690963069 — COD ₹970 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹970 is due by 2026-01-19 00:00:00.

AWB: AWB6690963069
Order ID: 110814937950
Delivery Date: 2026-01-17
Destination: Dimapur
COD Amount: ₹970

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3232865647,102214755492,2026-01-17,2718,2026-01-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3232865647 — COD ₹2,718 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹2,718 is due by 2026-01-19 00:00:00.

AWB: AWB3232865647
Order ID: 102214755492
Delivery Date: 2026-01-17
Destination: North West Delhi
COD Amount: ₹2,718

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
