shipment_id,awb,order_id,carrier,lane_class,customer_city,current_status,edd,days_to_edd,edd_already_breached,edd_risk_score,risk_tier,attempt_number,alert_priority,care_team_update,push_notification_title,push_notification_body,recommended_action,data_confidence
A4FD498C8A,AWB8245486139,110514909354,Carrier C,National,Ernakulam,Out of delivery,2026-01-21,-43,True,42.8,Medium,2,P1 - Urgent,"AWB AWB8245486139 (Ernakulam, National lane) has PASSED its promised EDD (2026-01-21) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110514909354 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
7ACFB94220,AWB3609494420,110714932528,Carrier D,National,Ferozepur,In-Transit,2026-01-21,-43,True,56.8,Medium,0,P1 - Urgent,"AWB AWB3609494420 (Ferozepur, National lane) has PASSED its promised EDD (2026-01-21) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714932528 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
6BF50AA0F4,AWB9201484974,110314876351,Carrier B,Metro,Gurgaon,In-Transit,2026-01-22,-42,True,71.7,High,0,P1 - Urgent,"AWB AWB9201484974 (Gurgaon, Metro lane) has PASSED its promised EDD (2026-01-22) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110314876351 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
E395DB08F0,AWB5881106276,110914957203,Carrier A,National,Palakkad,Out of delivery,2026-01-22,-42,True,42.6,Medium,2,P1 - Urgent,"AWB AWB5881106276 (Palakkad, National lane) has PASSED its promised EDD (2026-01-22) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914957203 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
B0C2A3F21C,AWB4656798674,111114979314,Carrier A,Metro,Gurgaon,Order Packed,2026-01-22,-42,True,62.0,High,0,P1 - Urgent,"AWB AWB4656798674 (Gurgaon, Metro lane) has PASSED its promised EDD (2026-01-22) and is still showing 'Order Packed'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111114979314 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
9087D44CEB,AWB6894977557,111214991287,Carrier D,Local,Mumbai,Out of delivery,2026-01-22,-42,True,37.8,Medium,1,P1 - Urgent,"AWB AWB6894977557 (Mumbai, Local lane) has PASSED its promised EDD (2026-01-22) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111214991287 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
E14F96347C,AWB0176014761,101514662134,Carrier C,National,Kachchh,Out of delivery,2026-01-22,-42,True,41.6,Medium,2,P1 - Urgent,"AWB AWB0176014761 (Kachchh, National lane) has PASSED its promised EDD (2026-01-22) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #101514662134 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
14E2DE9247,AWB0778265159,101914712058,Carrier D,National,Ghaziabad,In-Transit,2026-01-23,-41,True,71.2,High,0,P1 - Urgent,"AWB AWB0778265159 (Ghaziabad, National lane) has PASSED its promised EDD (2026-01-23) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #101914712058 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
A8B626E653,AWB9995488057,101514944067,Carrier B,National,Hisar,In-Transit,2026-01-23,-41,True,51.2,Medium,0,P1 - Urgent,"AWB AWB9995488057 (Hisar, National lane) has PASSED its promised EDD (2026-01-23) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #101514944067 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
6859F20399,AWB2654868565,110714934741,Carrier B,Metro,Gurgaon,Pickup done,2026-01-23,-41,True,61.1,High,0,P1 - Urgent,"AWB AWB2654868565 (Gurgaon, Metro lane) has PASSED its promised EDD (2026-01-23) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714934741 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
0AD0C5EA4D,AWB2236338821,110814946321,Carrier C,Regional,PUNE (District),In-Transit,2026-01-23,-41,True,46.0,Medium,0,P1 - Urgent,"AWB AWB2236338821 (PUNE (District), Regional lane) has PASSED its promised EDD (2026-01-23) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814946321 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
511C4FAAF0,AWB7740299898,110614920554,Carrier B,Local,Mumbai,In-Transit,2026-01-24,-40,True,55.9,Medium,0,P1 - Urgent,"AWB AWB7740299898 (Mumbai, Local lane) has PASSED its promised EDD (2026-01-24) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110614920554 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
D20E797E90,AWB3684651120,111014967134,Carrier B,Metro,Pune,In-Transit,2026-01-24,-40,True,62.6,High,0,P1 - Urgent,"AWB AWB3684651120 (Pune, Metro lane) has PASSED its promised EDD (2026-01-24) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111014967134 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
28073F4DF6,AWB1025590603,110714934814,Carrier B,Metro,Hyderabad,In-Transit,2026-01-24,-40,True,72.5,High,0,P1 - Urgent,"AWB AWB1025590603 (Hyderabad, Metro lane) has PASSED its promised EDD (2026-01-24) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714934814 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
6C27151A61,AWB5519686422,110914960927,Carrier D,National,Nalgonda,In-Transit,2026-01-25,-39,True,67.5,High,0,P1 - Urgent,"AWB AWB5519686422 (Nalgonda, National lane) has PASSED its promised EDD (2026-01-25) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914960927 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
F21D79868B,AWB5620194123,110814937226,Carrier B,National,Jyotiba Phule Nagar,In-Transit,2026-01-25,-39,True,54.1,Medium,0,P1 - Urgent,"AWB AWB5620194123 (Jyotiba Phule Nagar, National lane) has PASSED its promised EDD (2026-01-25) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814937226 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
A52ACB9E3F,AWB6920930366,110814941751,Carrier A,Local,Mumbai,In-Transit,2026-01-25,-39,True,49.3,Medium,0,P1 - Urgent,"AWB AWB6920930366 (Mumbai, Local lane) has PASSED its promised EDD (2026-01-25) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814941751 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
1A6E0D7A9A,AWB7050743860,110914959035,Carrier D,Metro,Gurgaon,In-Transit,2026-01-25,-39,True,58.9,Medium,0,P1 - Urgent,"AWB AWB7050743860 (Gurgaon, Metro lane) has PASSED its promised EDD (2026-01-25) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914959035 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
77ED6805B7,AWB6659092877,101314865922,Carrier D,National,Una,In-Transit,2026-01-25,-39,True,58.1,Medium,0,P1 - Urgent,"AWB AWB6659092877 (Una, National lane) has PASSED its promised EDD (2026-01-25) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #101314865922 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
DADB1CC178,AWB9380978674,110914953668,Carrier B,Regional,Latur,Out of delivery,2026-01-25,-39,True,43.9,Medium,2,P1 - Urgent,"AWB AWB9380978674 (Latur, Regional lane) has PASSED its promised EDD (2026-01-25) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914953668 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
34C6D01AE9,AWB0453000790,111114983592,Carrier B,Metro,Pune,Pickup done,2026-01-26,-38,True,57.8,Medium,0,P1 - Urgent,"AWB AWB0453000790 (Pune, Metro lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111114983592 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
708F178AF9,AWB4010765891,110714930286,Carrier D,National,Ernakulam,Order Packed,2026-01-26,-38,True,72.9,High,0,P1 - Urgent,"AWB AWB4010765891 (Ernakulam, National lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Order Packed'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714930286 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
D632327020,AWB9110201552,110714924637,Carrier C,National,Ghaziabad,In-Transit,2026-01-26,-38,True,60.6,High,0,P1 - Urgent,"AWB AWB9110201552 (Ghaziabad, National lane) has PASSED its promised EDD (2026-01-26) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714924637 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
FA8ECDB59E,AWB7935966647,111014968584,Carrier D,National,West Delhi,Order Packed,2026-01-26,-38,True,63.5,High,0,P1 - Urgent,"AWB AWB7935966647 (West Delhi, National lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Order Packed'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111014968584 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
613BC7345D,AWB8707769816,110214874783,Carrier C,National,Sonbhadra,Pickup done,2026-01-26,-38,True,61.1,High,0,P1 - Urgent,"AWB AWB8707769816 (Sonbhadra, National lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110214874783 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
0E38C6919F,AWB4715303007,110914955262,Carrier D,National,Prakasam,Out of delivery,2026-01-26,-38,True,58.5,Medium,1,P1 - Urgent,"AWB AWB4715303007 (Prakasam, National lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914955262 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
D2270A9528,AWB8407027823,111214985501,Carrier A,Metro,Bangalore,In-Transit,2026-01-26,-38,True,60.8,High,0,P1 - Urgent,"AWB AWB8407027823 (Bangalore, Metro lane) has PASSED its promised EDD (2026-01-26) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111214985501 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
A165A74496,AWB8096733662,110814944704,Carrier A,Metro,Pune,Out of delivery,2026-01-26,-38,True,42.2,Medium,2,P1 - Urgent,"AWB AWB8096733662 (Pune, Metro lane) has PASSED its promised EDD (2026-01-26) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814944704 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
52DAF3AAFE,AWB3745669029,110614916620,Carrier D,National,Darjiling,Out of delivery,2026-01-27,-37,True,46.8,Medium,2,P1 - Urgent,"AWB AWB3745669029 (Darjiling, National lane) has PASSED its promised EDD (2026-01-27) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110614916620 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
DF3DBC36ED,AWB5509213274,110914952964,Carrier D,National,Jaipur,In-Transit,2026-01-28,-36,True,64.2,High,0,P1 - Urgent,"AWB AWB5509213274 (Jaipur, National lane) has PASSED its promised EDD (2026-01-28) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914952964 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
38877CDBCD,AWB6413576142,110914950107,Carrier C,National,Kota,In-Transit,2026-01-28,-36,True,52.4,Medium,0,P1 - Urgent,"AWB AWB6413576142 (Kota, National lane) has PASSED its promised EDD (2026-01-28) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914950107 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
6895B400A0,AWB5311939180,111114975416,Carrier C,Regional,Raigarh(MH),In-Transit,2026-01-28,-36,True,37.4,Medium,0,P1 - Urgent,"AWB AWB5311939180 (Raigarh(MH), Regional lane) has PASSED its promised EDD (2026-01-28) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111114975416 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
DFF011D119,AWB3373458943,110514904468,Carrier A,Regional,Raipur,Pickup done,2026-01-29,-35,True,48.5,Medium,0,P1 - Urgent,"AWB AWB3373458943 (Raipur, Regional lane) has PASSED its promised EDD (2026-01-29) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110514904468 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
1FD71621D7,AWB4149653480,111014971881,Carrier C,National,Guntur,Pickup done,2026-01-29,-35,True,60.6,High,0,P1 - Urgent,"AWB AWB4149653480 (Guntur, National lane) has PASSED its promised EDD (2026-01-29) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #111014971881 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
809F9EDCC4,AWB8570293832,110714933823,Carrier D,National,Maharajganj,In-Transit,2026-01-30,-34,True,50.1,Medium,0,P1 - Urgent,"AWB AWB8570293832 (Maharajganj, National lane) has PASSED its promised EDD (2026-01-30) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110714933823 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
1D1E11CF54,AWB6868151020,110814936759,Carrier A,National,Dehradun,In-Transit,2026-01-30,-34,True,54.6,Medium,0,P1 - Urgent,"AWB AWB6868151020 (Dehradun, National lane) has PASSED its promised EDD (2026-01-30) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814936759 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
E4FB1BFAD4,AWB2087849839,102814810084,Carrier B,National,Jhujhunu,In-Transit,2026-01-30,-34,True,55.9,Medium,0,P1 - Urgent,"AWB AWB2087849839 (Jhujhunu, National lane) has PASSED its promised EDD (2026-01-30) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #102814810084 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
C198C5F957,AWB2516080331,92914422358,Carrier D,National,Yamuna Nagar,In-Transit,2026-01-30,-34,True,56.0,Medium,0,P1 - Urgent,"AWB AWB2516080331 (Yamuna Nagar, National lane) has PASSED its promised EDD (2026-01-30) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #92914422358 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
A50389CF3D,AWB1351180474,110814948745,Carrier B,Regional,Gwalior,Out of delivery,2026-01-30,-34,True,40.4,Medium,2,P1 - Urgent,"AWB AWB1351180474 (Gwalior, Regional lane) has PASSED its promised EDD (2026-01-30) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814948745 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
D50618AC70,AWB5158057494,110814937680,Carrier D,National,North West Delhi,Out of delivery,2026-01-30,-34,True,48.9,Medium,1,P1 - Urgent,"AWB AWB5158057494 (North West Delhi, National lane) has PASSED its promised EDD (2026-01-30) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814937680 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
8748E5DFE5,AWB3924001288,110814947369,Carrier B,Regional,Latur,Out of delivery,2026-01-30,-34,True,60.3,High,1,P1 - Urgent,"AWB AWB3924001288 (Latur, Regional lane) has PASSED its promised EDD (2026-01-30) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110814947369 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
D9C05656A2,AWB9032474474,110514907665,Carrier C,National,Ludhiana,Pickup done,2026-01-31,-33,True,62.6,High,0,P1 - Urgent,"AWB AWB9032474474 (Ludhiana, National lane) has PASSED its promised EDD (2026-01-31) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110514907665 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
1C2D18D259,AWB6884107613,110614917180,Carrier C,Regional,Bilaspur(CGH),Order Packed,2026-02-02,-31,True,43.2,Medium,0,P1 - Urgent,"AWB AWB6884107613 (Bilaspur(CGH), Regional lane) has PASSED its promised EDD (2026-02-02) and is still showing 'Order Packed'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110614917180 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Send proactive delivery-reminder notification; monitor next scan,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
3DC61D4832,AWB3590856101,102814809749,Carrier D,National,Mandi,In-Transit,2026-02-02,-31,True,62.9,High,0,P1 - Urgent,"AWB AWB3590856101 (Mandi, National lane) has PASSED its promised EDD (2026-02-02) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #102814809749 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
5A2217080C,AWB9330356187,110214872700,Carrier B,Metro,Bangalore,In-Transit,2026-02-03,-30,True,63.2,High,0,P1 - Urgent,"AWB AWB9330356187 (Bangalore, Metro lane) has PASSED its promised EDD (2026-02-03) and is still showing 'In-Transit'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110214872700 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
43C42C72C1,AWB4275005241,110914955789,Carrier A,Metro,Pune,Out of delivery,2026-02-04,-29,True,34.0,Medium,1,P1 - Urgent,"AWB AWB4275005241 (Pune, Metro lane) has PASSED its promised EDD (2026-02-04) and is still showing 'Out of delivery'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110914955789 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Route to NDR Recovery Agent — customer contact for reattempt,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
AFEE49ACBD,AWB4822977678,110514911019,Carrier A,Metro,Hyderabad,Pickup done,2026-02-05,-28,True,67.7,High,0,P1 - Urgent,"AWB AWB4822977678 (Hyderabad, Metro lane) has PASSED its promised EDD (2026-02-05) and is still showing 'Pickup done'. Proactively contact the customer with a revised delivery estimate before they contact us.",An update on your order,Order #110514911019 is taking longer than expected. We're actively tracking it and will share an updated delivery estimate shortly. Sorry for the wait.,Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,AI_PREDICTED (risk score) + MOCK (message content — no real push notification or care-team ticket is actually sent; see docs/data_assumptions.md)
