shipment_id,order_id,ndr_reason,recommended_channel,also_whatsapp,info_requested,push_notification_title,push_notification_body,email_subject,email_body,whatsapp_message,data_confidence
DADB1CC178,110914953668,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110914953668: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110914953668,"Hi,

We attempted to deliver your order #110914953668 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110914953668 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
A50389CF3D,110814948745,Delivery postponed by customer,Manual Agent Call,False,Confirm the new delivery date,We couldn't deliver your order,Order #110814948745: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #110814948745,"Hi,

We attempted to deliver your order #110814948745 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
A165A74496,110814944704,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110814944704: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110814944704,"Hi,

We attempted to deliver your order #110814944704 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110814944704 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
D50618AC70,110814937680,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110814937680: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110814937680,"Hi,

We attempted to deliver your order #110814937680 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110814937680 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
8748E5DFE5,110814947369,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110814947369: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110814947369,"Hi,

We attempted to deliver your order #110814947369 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110814947369 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
52DAF3AAFE,110614916620,Delivery postponed by customer,Manual Agent Call,False,Confirm the new delivery date,We couldn't deliver your order,Order #110614916620: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #110614916620,"Hi,

We attempted to deliver your order #110614916620 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
43C42C72C1,110914955789,Delivery postponed by customer,IVR,False,Confirm the new delivery date,We couldn't deliver your order,Order #110914955789: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #110914955789,"Hi,

We attempted to deliver your order #110914955789 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
33F7B75114,102514791707,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #102514791707: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #102514791707,"Hi,

We attempted to deliver your order #102514791707 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #102514791707 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
6A586AEF58,110914955924,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #110914955924: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110914955924,"Hi,

We attempted to deliver your order #110914955924 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
B24D8B9252,110514902987,Address issue,Manual Agent Call,True,Confirm the complete delivery address,We couldn't deliver your order,Order #110514902987: our delivery partner couldn't complete your delivery (address issue). Confirm the complete delivery address — tap here to help us get it to you faster.,Action needed: help us deliver order #110514902987,"Hi,

We attempted to deliver your order #110514902987 but were unable to (Address issue). Confirm the complete delivery address, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110514902987 couldn't be delivered (address issue). Confirm the complete delivery address — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
FF021F1E0D,110414888129,Delivery postponed by customer,IVR,False,Confirm the new delivery date,We couldn't deliver your order,Order #110414888129: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #110414888129,"Hi,

We attempted to deliver your order #110414888129 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
20C36326DD,103114849255,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #103114849255: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #103114849255,"Hi,

We attempted to deliver your order #103114849255 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #103114849255 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
7941E959DE,110114857418,Address issue,Manual Agent Call,True,Confirm the complete delivery address,We couldn't deliver your order,Order #110114857418: our delivery partner couldn't complete your delivery (address issue). Confirm the complete delivery address — tap here to help us get it to you faster.,Action needed: help us deliver order #110114857418,"Hi,

We attempted to deliver your order #110114857418 but were unable to (Address issue). Confirm the complete delivery address, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110114857418 couldn't be delivered (address issue). Confirm the complete delivery address — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
EDDE361027,110414887801,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110414887801: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110414887801,"Hi,

We attempted to deliver your order #110414887801 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110414887801 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
A7D60E9A81,102814816779,Delivery postponed by customer,IVR,False,Confirm the new delivery date,We couldn't deliver your order,Order #102814816779: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #102814816779,"Hi,

We attempted to deliver your order #102814816779 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
E88A26FD90,102114736549,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #102114736549: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #102114736549,"Hi,

We attempted to deliver your order #102114736549 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #102114736549 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
BB37531C4D,101814706084,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #101814706084: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #101814706084,"Hi,

We attempted to deliver your order #101814706084 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #101814706084 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
CEC7BBF829,93014446581,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #93014446581: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #93014446581,"Hi,

We attempted to deliver your order #93014446581 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #93014446581 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
74A576B146,101114609035,Customer not available,Manual Agent Call,False,Confirm the best delivery time window,We couldn't deliver your order,Order #101114609035: our delivery partner couldn't complete your delivery (customer not available). Confirm the best delivery time window — tap here to help us get it to you faster.,Action needed: help us deliver order #101114609035,"Hi,

We attempted to deliver your order #101114609035 but were unable to (Customer not available). Confirm the best delivery time window, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
3854AF0721,101214617021,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #101214617021: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #101214617021,"Hi,

We attempted to deliver your order #101214617021 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #101214617021 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
