order_id,customer_city,customer_pincode,package_amount,product_sku,warehouse_address,warehouse_pincode,warehouse_city,order_date,pickup_date,first_attempt_date,delivery_date,edd,ndr_reason,payment_mode,current_status,shipment_uid,customer_name_masked,customer_phone_masked,customer_address_masked,dq_flags,data_confidence_core,dest_zone,lane_class,distance_km,lane,awb,origin_hub,destination_hub,carrier,pickup_sla_days,transit_sla_days,delivery_sla_days,order_to_pickup_days,pickup_to_delivery_days,order_to_delivery_days,edd_days_promised,pickup_sla_breach,is_delivered,edd_met,edd_missed,is_rto,is_lost,is_open,outcome_label,shipment_ageing_days,has_ndr,ndr_category,ndr_low_recovery_reason,attempt_number,first_attempt_success,rto_reason,order_dow,order_week,is_weekend_order,is_cod,transit_actual_days,carrier_sla_breach,exception_category
110714931370,South Delhi,110065.0,1800,0PT-2392187,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-21,,2026-01-19,Address issue,COD,RTO,0133E23693,S*** C***,XXXXXX6736,[REDACTED - South Delhi],,ACTUAL,1,National,1325.7,South Delhi <- Mumbai,AWB9059486162,Mumbai Bhiwandi FC,South Delhi Delivery Station,Carrier C,1,4,5,1,,,3,False,False,False,False,True,False,False,RTO,48,True,Address Issue,False,3,False,Address issue,Friday,3,False,True,,False,RTO
110914958596,Thane,421303.0,624,KES-2355091,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-21,,2026-01-20,Phone not reachable,COD,RTO,39D396EF7B,S*** C***,XXXXXX0504,[REDACTED - Thane],,ACTUAL,4,Local,14.3,Thane <- Mumbai,AWB7244375063,Mumbai Bhiwandi FC,Thane Delivery Station,Carrier D,1,1,2,1,,,4,False,False,False,False,True,False,False,RTO,48,True,Contact Issue,False,3,False,Phone not reachable,Friday,3,False,True,,False,RTO
110714935700,Chandigarh,160015.0,185,SC-1720954,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-23,2026-01-23,2026-01-23,Not Applicable,COD,Delivered,F638719CD7,A*** C***,XXXXXX9033,[REDACTED - Chandigarh],,ACTUAL,1,National,1392.4,Chandigarh <- Mumbai,AWB6382326718,Mumbai Bhiwandi FC,Chandigarh Delivery Station,Carrier A,1,4,5,2,5.0,7.0,7,True,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,True,5.0,True,None
110414898257,K.V.Rangareddy,500075.0,819,JL-2316921,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-20,2026-01-20,2026-01-20,Not Applicable,COD,Delivered,52F10819ED,A*** C***,XXXXXX0411,[REDACTED - K.V.Rangareddy],,ACTUAL,5,National,748.3,K.V.Rangareddy <- Mumbai,AWB3160106731,Mumbai Bhiwandi FC,K.V.Rangareddy Delivery Station,Carrier A,1,4,5,1,3.0,4.0,4,False,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,True,3.0,False,None
110914955959,South Delhi,110048.0,464,YWW-2489150,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-18,2026-01-19,2026-01-21,Delivery postponed by customer,COD,Delivered,DF2A6B16FC,A*** C***,XXXXXX8883,[REDACTED - South Delhi],,ACTUAL,1,National,1421.4,South Delhi <- Mumbai,AWB9495751917,Mumbai Bhiwandi FC,South Delhi Delivery Station,Carrier C,1,4,5,2,1.0,3.0,5,True,True,True,False,False,False,False,Delivered On-Time,48,True,Customer Availability,False,2,False,Not Applicable,Friday,3,False,True,1.0,False,None
110814944074,West Delhi,110063.0,619,XHZ-2726004,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-17,2026-01-17,2026-01-18,Delivery postponed by customer,COD,Delivered,6E9557EB8D,A*** C***,XXXXXX6050,[REDACTED - West Delhi],,ACTUAL,1,National,1423.9,West Delhi <- Mumbai,AWB3501244931,Mumbai Bhiwandi FC,West Delhi Delivery Station,Carrier A,1,4,5,1,0.0,1.0,2,False,True,True,False,False,False,False,Delivered On-Time,48,True,Customer Availability,False,2,False,Not Applicable,Friday,3,False,True,0.0,False,None
111014967169,Mumbai,400007.0,584,CIQ-2434428,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-23,2026-01-23,2026-01-22,Not Applicable,COD,Delivered,8E71E49850,E*** C***,XXXXXX5025,[REDACTED - Mumbai],,ACTUAL,4,Local,13.4,Mumbai <- Mumbai,AWB9202981247,Mumbai Bhiwandi FC,Mumbai Delivery Station,Carrier C,1,1,2,2,5.0,7.0,6,True,True,False,True,False,False,False,Delivered Late,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,True,5.0,True,Late Delivery
111014971730,Gurgaon,122017.0,1019,YGS-2735029,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-25,,2026-01-24,Customer cancelled order,COD,RTO,06D5DCA292,K*** C***,XXXXXX5495,[REDACTED - Gurgaon],,ACTUAL,1,Metro,1358.8,Gurgaon <- Mumbai,AWB0886945942,Mumbai Bhiwandi FC,Gurgaon Delivery Station,Carrier C,1,3,4,1,,,8,False,False,False,False,True,False,False,RTO,48,True,Customer Rejection,True,3,False,Customer cancelled order,Friday,3,False,True,,False,RTO
110914957461,North Delhi,110085.0,989,HMJ-2747665,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-22,2026-01-22,2026-01-23,Not Applicable,Prepaid,Delivered,77FF13D492,N*** C***,XXXXXX0660,[REDACTED - North Delhi],,ACTUAL,1,National,1578.9,North Delhi <- Mumbai,AWB5280319070,Mumbai Bhiwandi FC,North Delhi Delivery Station,Carrier A,1,4,5,2,4.0,6.0,7,True,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,False,4.0,False,None
101614671352,Kachchh,370001.0,859,TXY-2753458,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-23,2026-01-23,2026-01-23,Not Applicable,COD,Delivered,6FBD474F1F,N*** C***,XXXXXX4971,[REDACTED - Kachchh],,ACTUAL,3,National,785.7,Kachchh <- Mumbai,AWB7431129422,Mumbai Bhiwandi FC,Kachchh Delivery Station,Carrier D,1,4,5,1,6.0,7.0,7,False,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,True,6.0,True,None
110714925420,Varanasi,221002.0,1280,SN-2139874,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-19,2026-01-19,2026-01-20,Not Applicable,Prepaid,Delivered,904A3CD578,Y*** C***,XXXXXX5566,[REDACTED - Varanasi],,ACTUAL,2,National,1236.4,Varanasi <- Mumbai,AWB4086993099,Mumbai Bhiwandi FC,Varanasi Delivery Station,Carrier C,1,4,5,2,1.0,3.0,4,True,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,False,1.0,False,None
110114858326,Gurgaon,122002.0,599,KS-2695611,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-19,2026-01-21,2026-01-23,Phone not reachable,COD,Delivered,173611A058,A*** C***,XXXXXX7878,[REDACTED - Gurgaon],,ACTUAL,1,Metro,1527.3,Gurgaon <- Mumbai,AWB9936550355,Mumbai Bhiwandi FC,Gurgaon Delivery Station,Carrier C,1,3,4,1,4.0,5.0,7,False,True,True,False,False,False,False,Delivered On-Time,48,True,Contact Issue,False,2,False,Not Applicable,Friday,3,False,True,4.0,True,None
110914952206,Deoghar,814112.0,839,LSM-2739092,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-20,2026-01-20,2026-01-21,Not Applicable,Prepaid,Delivered,3F1CCDEB2F,S*** C***,XXXXXX8424,[REDACTED - Deoghar],,ACTUAL,8,National,1588.6,Deoghar <- Mumbai,AWB9459023399,Mumbai Bhiwandi FC,Deoghar Delivery Station,Carrier A,1,4,5,1,3.0,4.0,5,False,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,False,3.0,False,None
110514911133,East Siang,791102.0,869,HMJ-2721730,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-19,2026-01-20,2026-01-20,Customer not available,COD,Delivered,0638FC7A89,M*** C***,XXXXXX9245,[REDACTED - East Siang],,ACTUAL,7,National,2055.6,East Siang <- Mumbai,AWB0686385541,Mumbai Bhiwandi FC,East Siang Delivery Station,Carrier D,1,4,5,1,3.0,4.0,4,False,True,True,False,False,False,False,Delivered On-Time,48,True,Customer Availability,False,2,False,Not Applicable,Friday,3,False,True,3.0,False,None
102014728525,fazilka,152123.0,839,EWE-2765633,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-18,Delivery postponed by customer,Prepaid,Delivered,5A40B6CCA5,R*** C***,XXXXXX7179,[REDACTED - fazilka],,ACTUAL,1,National,1307.2,Fazilka <- Mumbai,AWB8101366467,Mumbai Bhiwandi FC,Fazilka Delivery Station,Carrier C,1,4,5,1,2.0,3.0,2,False,True,False,True,False,False,False,Delivered Late,48,True,Customer Availability,False,2,False,Not Applicable,Friday,3,False,False,2.0,False,Late Delivery
110614922201,Kanchipuram,603202.0,1123,ADX-2693676,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-17,2026-01-21,2026-01-21,2026-01-23,Not Applicable,Prepaid,Delivered,5A0BCE5C21,P*** C***,XXXXXX9080,[REDACTED - Kanchipuram],,ACTUAL,6,National,1322.8,Kanchipuram <- Mumbai,AWB0963745394,Mumbai Bhiwandi FC,Kanchipuram Delivery Station,Carrier B,1,4,5,1,4.0,5.0,7,False,True,True,False,False,False,False,Delivered On-Time,48,False,N/A,False,1,True,Not Applicable,Friday,3,False,False,4.0,False,None
111014964370,CHANDIGARH,160031.0,1585,EWE-2751220,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-16,2026-01-18,2026-01-22,,2026-01-21,Customer refused delivery,COD,RTO,DFAA62997C,N*** C***,XXXXXX1446,[REDACTED - CHANDIGARH],,ACTUAL,1,National,1562.5,Chandigarh <- Mumbai,AWB4191293516,Mumbai Bhiwandi FC,Chandigarh Delivery Station,Carrier C,1,4,5,2,,,5,True,False,False,False,True,False,False,RTO,48,True,Customer Rejection,True,3,False,Customer refused delivery,Friday,3,False,True,,False,RTO
110714924929,Patna,800006.0,569,YUB-2555795,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-21,2026-01-21,2026-01-21,Not Applicable,Prepaid,Delivered,353286E97E,B*** C***,XXXXXX3786,[REDACTED - Patna],,ACTUAL,8,National,1509.4,Patna <- Mumbai,AWB9901200565,Mumbai Bhiwandi FC,Patna Delivery Station,Carrier C,1,4,5,1,2.0,3.0,3,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,2.0,False,None
110114864502,Patna,800001.0,929,GGH-2738762,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-21,2026-01-21,2026-01-23,Not Applicable,COD,Delivered,D2F1AC1B1A,S*** C***,XXXXXX0239,[REDACTED - Patna],,ACTUAL,8,National,1668.3,Patna <- Mumbai,AWB8499343106,Mumbai Bhiwandi FC,Patna Delivery Station,Carrier A,1,4,5,1,2.0,3.0,5,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,2.0,False,None
111214989702,Mumbai,400053.0,1511,JL-2316918,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-24,2026-01-24,2026-01-25,Not Applicable,COD,Delivered,FECCDC2996,D*** C***,XXXXXX7604,[REDACTED - Mumbai],,ACTUAL,4,Local,15.5,Mumbai <- Mumbai,AWB0396561609,Mumbai Bhiwandi FC,Mumbai Delivery Station,Carrier C,1,1,2,1,5.0,6.0,7,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,5.0,True,None
102414913200,Faridabad,121004.0,699,MKB-2708797,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-23,2026-01-23,2026-01-23,Not Applicable,COD,Delivered,881B9E1C9C,R*** C***,XXXXXX2452,[REDACTED - Faridabad],,ACTUAL,1,National,1308.4,Faridabad <- Mumbai,AWB5044423675,Mumbai Bhiwandi FC,Faridabad Delivery Station,Carrier D,1,4,5,2,3.0,5.0,5,True,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,3.0,False,None
111114973602,Lucknow,226012.0,1458,SRS-1707547,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-24,2026-01-24,2026-01-24,Not Applicable,Prepaid,Delivered,122546214E,R*** C***,XXXXXX5733,[REDACTED - Lucknow],,ACTUAL,2,National,1416.2,Lucknow <- Mumbai,AWB1467418089,Mumbai Bhiwandi FC,Lucknow Delivery Station,Carrier D,1,4,5,2,4.0,6.0,6,True,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,4.0,False,None
110814948566,Dehradun,248001.0,1060,LMS-2731455,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-23,2026-01-23,2026-01-24,Not Applicable,COD,Delivered,176B896A35,S*** C***,XXXXXX2956,[REDACTED - Dehradun],,ACTUAL,2,National,1476.3,Dehradun <- Mumbai,AWB2864213169,Mumbai Bhiwandi FC,Dehradun Delivery Station,Carrier D,1,4,5,1,4.0,5.0,6,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,4.0,False,None
110714931817,Kalahandi,766018.0,551,RMM-2433320,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-21,2026-01-21,2026-01-22,Not Applicable,Prepaid,Delivered,DDF505A31A,P*** C***,XXXXXX0042,[REDACTED - Kalahandi],,ACTUAL,7,National,1623.5,Kalahandi <- Mumbai,AWB2206017450,Mumbai Bhiwandi FC,Kalahandi Delivery Station,Carrier C,1,4,5,1,2.0,3.0,4,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,2.0,False,None
110614920048,Surat,394210.0,504,FKS-2157341,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-21,2026-01-21,2026-01-21,Not Applicable,COD,Delivered,9AF975D1F8,K*** C***,XXXXXX2131,[REDACTED - Surat],,ACTUAL,3,National,601.3,Surat <- Mumbai,AWB1917810111,Mumbai Bhiwandi FC,Surat Delivery Station,Carrier A,1,4,5,1,2.0,3.0,3,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,2.0,False,None
111114980236,Mumbai,400069.0,959,YTS-2560717,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-22,2026-01-22,2026-01-23,Not Applicable,Prepaid,Delivered,04104B5010,O*** C***,XXXXXX0066,[REDACTED - Mumbai],,ACTUAL,4,Local,13.7,Mumbai <- Mumbai,AWB7528296498,Mumbai Bhiwandi FC,Mumbai Delivery Station,Carrier A,1,1,2,1,3.0,4.0,5,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,3.0,True,None
110814949533,Bangalore,560051.0,499,JJS-2754533,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-24,,2026-01-22,Customer cancelled order,COD,RTO,3BDF449903,A*** C***,XXXXXX3373,[REDACTED - Bangalore],,ACTUAL,5,Metro,866.8,Bangalore <- Mumbai,AWB2783132101,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier A,1,3,4,2,,,4,True,False,False,False,True,False,False,RTO,46,True,Customer Rejection,True,3,False,Customer cancelled order,Sunday,3,True,True,,False,RTO
111214985323,Bangalore,560047.0,738,TNV-2287182,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-23,2026-01-23,2026-01-23,Not Applicable,COD,Delivered,042DBE57D7,N*** C***,XXXXXX1922,[REDACTED - Bangalore],,ACTUAL,5,Metro,937.2,Bangalore <- Mumbai,AWB9002496958,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier C,1,3,4,2,3.0,5.0,5,True,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,3.0,False,None
111214989073,Panipat,132103.0,602,DUE-1510929,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-22,2026-01-22,2026-01-22,Not Applicable,COD,Delivered,2990B9CA73,D*** C***,XXXXXX5000,[REDACTED - Panipat],,ACTUAL,1,National,1335.3,Panipat <- Mumbai,AWB7169031890,Mumbai Bhiwandi FC,Panipat Delivery Station,Carrier D,1,4,5,1,3.0,4.0,4,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,3.0,False,None
111014970779,Jalandhar,144001.0,1054,JUQ-2727056,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-23,2026-01-24,2026-01-24,Phone not reachable,COD,Delivered,2BD04CC7C4,N*** C***,XXXXXX9928,[REDACTED - Jalandhar],,ACTUAL,1,National,1239.6,Jalandhar <- Mumbai,AWB1992582690,Mumbai Bhiwandi FC,Jalandhar Delivery Station,Carrier A,1,4,5,1,5.0,6.0,6,False,True,True,False,False,False,False,Delivered On-Time,46,True,Contact Issue,False,2,False,Not Applicable,Sunday,3,True,True,5.0,True,None
101314632923,Jaipur,302018.0,749,MKB-1605800,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-24,2026-01-26,2026-01-24,Address issue,COD,Delivered,5AA7F83689,M*** C***,XXXXXX4459,[REDACTED - Jaipur],,ACTUAL,3,National,650.4,Jaipur <- Mumbai,AWB5348074683,Mumbai Bhiwandi FC,Jaipur Delivery Station,Carrier D,1,4,5,2,6.0,8.0,6,True,True,False,True,False,False,False,Delivered Late,46,True,Address Issue,False,2,False,Not Applicable,Sunday,3,True,True,6.0,True,Late Delivery
111014967024,Karnal,132114.0,599,SE-2227549,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-25,2026-01-25,2026-01-22,Not Applicable,COD,Delivered,D9E69A3D67,S*** C***,XXXXXX5850,[REDACTED - Karnal],,ACTUAL,1,National,1330.7,Karnal <- Mumbai,AWB3933965699,Mumbai Bhiwandi FC,Karnal Delivery Station,Carrier A,1,4,5,1,6.0,7.0,4,False,True,False,True,False,False,False,Delivered Late,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,6.0,True,Late Delivery
110814949066,Bijapur(KAR),586103.0,560,QMB-2572995,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-21,2026-01-21,2026-01-23,Not Applicable,COD,Delivered,D246BDB7A7,A*** C***,XXXXXX0712,[REDACTED - Bijapur(KAR)],,ACTUAL,5,National,769.4,Bijapur(Kar) <- Mumbai,AWB0224726737,Mumbai Bhiwandi FC,Bijapur(Kar) Delivery Station,Carrier D,1,4,5,1,2.0,3.0,5,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,2.0,False,None
110814949508,Rohtak,124001.0,999,SII-2183099,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-22,2026-01-22,2026-01-23,Not Applicable,COD,Delivered,8F4B1F5AD0,G*** C***,XXXXXX4496,[REDACTED - Rohtak],,ACTUAL,1,National,1542.0,Rohtak <- Mumbai,AWB1723338352,Mumbai Bhiwandi FC,Rohtak Delivery Station,Carrier C,1,4,5,1,3.0,4.0,5,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,3.0,False,None
103114840217,Umaria,484001.0,693,LEX-2662258,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-19,2026-01-20,2026-01-22,Address issue,COD,Delivered,5BCC9FE999,A*** C***,XXXXXX7112,[REDACTED - Umaria],,ACTUAL,4,Regional,397.9,Umaria <- Mumbai,AWB7724687261,Mumbai Bhiwandi FC,Umaria Delivery Station,Carrier C,1,2,3,1,1.0,2.0,4,False,True,True,False,False,False,False,Delivered On-Time,46,True,Address Issue,False,2,False,Not Applicable,Sunday,3,True,True,1.0,False,None
101814698324,Bangalore,560045.0,929,FKS-2715146,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-24,2026-01-25,2026-01-22,Customer requested re-attempt,Prepaid,Delivered,B3257F5892,J*** C***,XXXXXX1177,[REDACTED - Bangalore],,ACTUAL,5,Metro,774.5,Bangalore <- Mumbai,AWB4427504978,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier C,1,3,4,1,6.0,7.0,4,False,True,False,True,False,False,False,Delivered Late,46,True,Customer Availability,False,2,False,Not Applicable,Sunday,3,True,False,6.0,True,Late Delivery
110914956445,Solapur,413002.0,1639,SRS-2574572,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-22,,2026-01-22,Customer cancelled order,COD,RTO,227EB0E71A,N*** C***,XXXXXX8526,[REDACTED - Solapur],,ACTUAL,4,Regional,360.6,Solapur <- Mumbai,AWB1589695579,Mumbai Bhiwandi FC,Solapur Delivery Station,Carrier C,1,2,3,1,,,4,False,False,False,False,True,False,False,RTO,46,True,Customer Rejection,True,3,False,Customer cancelled order,Sunday,3,True,True,,False,RTO
110614920483,Tiruvallur,600019.0,1498,MBC-2500454,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-23,2026-01-23,2026-01-23,Not Applicable,COD,Delivered,CD1399D390,S*** C***,XXXXXX3206,[REDACTED - Tiruvallur],,ACTUAL,6,National,1187.0,Tiruvallur <- Mumbai,AWB6976883673,Mumbai Bhiwandi FC,Tiruvallur Delivery Station,Carrier C,1,4,5,1,4.0,5.0,5,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,True,4.0,False,None
110914955915,Visakhapatnam,530012.0,353,MHH-2229128,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-25,,2026-01-23,Phone not reachable,COD,RTO,9E64364DB3,C*** C***,XXXXXX4234,[REDACTED - Visakhapatnam],,ACTUAL,5,National,945.6,Visakhapatnam <- Mumbai,AWB2470514967,Mumbai Bhiwandi FC,Visakhapatnam Delivery Station,Carrier C,1,4,5,1,,,5,False,False,False,False,True,False,False,RTO,46,True,Contact Issue,False,3,False,Phone not reachable,Sunday,3,True,True,,False,RTO
110314883057,Gautam Buddha Nagar,201301.0,592,XUA-2397589,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-18,2026-01-21,2026-01-21,2026-01-22,Not Applicable,Prepaid,Delivered,AE410F9BF6,K*** C***,XXXXXX5952,[REDACTED - Gautam Buddha Nagar],,ACTUAL,2,Metro,1329.2,Gautam Buddha Nagar <- Mumbai,AWB3234176892,Mumbai Bhiwandi FC,Gautam Buddha Nagar Delivery Station,Carrier B,1,3,4,0,3.0,3.0,4,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,3.0,False,None
110514901810,New Delhi,110070.0,761,VBB-2526063,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-23,,2026-01-22,Landmark missing,COD,RTO,275886F690,V*** C***,XXXXXX1732,[REDACTED - New Delhi],,ACTUAL,1,Metro,1412.6,New Delhi <- Mumbai,AWB3801281886,Mumbai Bhiwandi FC,New Delhi Delivery Station,Carrier A,1,3,4,1,,,4,False,False,False,False,True,False,False,RTO,46,True,Address Issue,False,3,False,Landmark missing,Sunday,3,True,True,,False,RTO
110914951660,Tiruchirappalli,620008.0,844,CDY-2732056,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-24,2026-01-24,2026-01-26,Not Applicable,Prepaid,Delivered,35A272BA65,P*** C***,XXXXXX0731,[REDACTED - Tiruchirappalli],,ACTUAL,6,National,1429.2,Tiruchirappalli <- Mumbai,AWB3855191516,Mumbai Bhiwandi FC,Tiruchirappalli Delivery Station,Carrier D,1,4,5,1,5.0,6.0,8,False,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,5.0,True,None
111114976153,Bangalore,560100.0,885,KNI-2105151,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-20,2026-01-21,2026-01-21,2026-01-23,Not Applicable,Prepaid,Delivered,352B5C016B,P*** C***,XXXXXX6106,[REDACTED - Bangalore],,ACTUAL,5,Metro,806.1,Bangalore <- Mumbai,AWB7999180546,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier A,1,3,4,2,1.0,3.0,5,True,True,True,False,False,False,False,Delivered On-Time,46,False,N/A,False,1,True,Not Applicable,Sunday,3,True,False,1.0,False,None
110514901615,South West Delhi,110022.0,1800,0PT-2392184,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-19,2026-01-19,2026-01-20,Landmark missing,COD,Delivered,39EAC21293,S*** C***,XXXXXX1349,[REDACTED - South West Delhi],,ACTUAL,1,National,1192.9,South West Delhi <- Mumbai,AWB8152851632,Mumbai Bhiwandi FC,South West Delhi Delivery Station,Carrier D,1,4,5,1,0.0,1.0,2,False,True,True,False,False,False,False,Delivered On-Time,46,True,Address Issue,False,2,False,Not Applicable,Sunday,3,True,True,0.0,False,None
101814703868,Hyderabad,500076.0,789,EWE-2756039,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-18,2026-01-19,2026-01-23,,2026-01-21,COD payment declined,COD,RTO,997FEEF92D,P*** C***,XXXXXX5040,[REDACTED - Hyderabad],,ACTUAL,5,Metro,944.6,Hyderabad <- Mumbai,AWB1671119264,Mumbai Bhiwandi FC,Hyderabad Delivery Station,Carrier D,1,3,4,1,,,3,False,False,False,False,True,False,False,RTO,46,True,Payment Issue,True,3,False,COD payment declined,Sunday,3,True,True,,False,RTO
